person_age,person_gender,person_1,person_income,person_emp_exp,person_home_oqwnership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
24,1,0,63304,1,0,10000,0,9.91,0.16,2,564,0,0
24,0,0,63575,0,0,10000,1,12.42,0.16,2,489,1,0
25,1,2,87738,2,1,25000,1,11.89,0.28,2,706,1,0
25,0,1,63463,4,0,10000,1,11.01,0.16,2,671,0,0
24,0,2,87612,4,1,8000,0,12.21,0.09,4,687,1,0
22,0,1,63434,0,0,10000,5,11.71,0.16,3,615,1,0
24,0,2,63766,1,0,10000,2,11.99,0.16,4,676,1,0
23,0,2,55997,0,0,10000,2,13.43,0.18,4,667,0,1
26,0,0,79722,4,1,15000,0,14.42,0.19,2,561,0,1
25,1,0,62972,1,0,10000,2,6.91,0.16,2,588,1,0
25,0,2,63543,1,0,10000,5,5.79,0.16,3,663,1,0
22,0,1,87401,0,4,15000,5,11.58,0.17,2,622,1,0
26,0,3,87262,3,1,4000,1,9.32,0.05,4,683,1,0
23,1,1,63405,2,0,10000,5,6.54,0.16,2,665,1,0
24,0,1,63101,1,0,10000,0,7.88,0.16,4,642,0,0
22,0,1,87666,0,1,25000,5,9.83,0.29,3,669,0,0
24,0,2,87424,1,1,5000,2,13.93,0.06,2,599,1,0
23,0,0,56467,0,0,10000,0,12.61,0.18,2,659,0,1
23,1,1,56770,2,0,10000,4,14.26,0.18,3,661,0,1
22,1,3,87269,0,1,5500,1,11.71,0.06,3,625,1,0
22,0,3,64586,0,0,10000,3,9.99,0.15,4,692,1,0
21,1,0,64752,1,0,10000,1,7.51,0.15,4,600,1,0
22,0,3,87248,0,1,13000,1,11.01,0.15,3,583,0,0
21,0,2,64383,0,0,10000,0,10.62,0.16,3,449,1,0
24,0,2,87477,0,1,16000,1,10.25,0.18,4,614,1,0
26,0,3,64789,4,0,10000,0,8.59,0.15,4,665,1,0
22,1,2,87702,1,4,18000,5,12.53,0.21,3,718,1,0
21,1,1,87582,0,1,8000,5,6.99,0.09,2,624,1,0
25,1,3,64495,0,0,10000,3,9.32,0.16,4,689,1,0
24,1,2,58035,0,0,10000,3,16.32,0.17,3,640,0,1
22,0,0,65377,1,0,10000,1,9.99,0.15,3,650,1,0
23,0,0,68512,0,1,30000,3,16.49,0.44,2,655,0,1
24,1,1,87894,3,1,35000,2,13.99,0.4,4,532,1,0
24,1,0,88038,3,1,25000,4,17.99,0.28,2,644,0,0
25,0,3,88095,2,1,8000,5,17.39,0.09,3,522,1,0
24,0,2,87728,2,1,15000,2,11.01,0.17,3,568,1,0
24,0,2,87791,1,1,25000,2,10.74,0.28,4,680,1,0
21,0,2,57770,0,0,10000,3,15.33,0.17,4,715,0,1
22,1,2,65328,0,0,10000,5,6.62,0.15,4,607,0,0
26,0,2,65470,5,0,10000,1,7.9,0.15,2,676,1,0
22,0,3,58737,0,0,10000,0,17.99,0.17,4,682,0,1
22,0,0,88159,0,1,13200,1,7.29,0.15,3,584,1,0
23,1,2,80811,1,1,22000,0,8.88,0.27,2,566,0,1
24,1,1,65754,4,0,10000,4,13.35,0.15,4,653,1,0
25,0,0,65985,1,0,10000,4,11.46,0.15,4,627,1,0
26,0,3,66095,5,0,10000,3,11.86,0.15,2,614,0,0
24,1,0,66440,5,0,10000,2,11.89,0.15,3,658,1,0
26,0,4,88191,1,1,4500,3,7.74,0.05,2,650,1,0
26,1,2,88097,7,2,12000,5,11.01,0.14,2,584,1,0
24,1,2,67169,1,0,10000,3,12.99,0.15,2,635,0,0
25,1,2,59592,3,0,10000,3,14.54,0.17,2,640,0,1
23,0,2,66845,1,0,10000,4,7.51,0.15,3,660,1,0
24,0,0,88265,1,1,2300,2,10.62,0.03,4,660,0,0
25,0,1,81212,2,1,12000,0,9.63,0.15,4,636,0,1
24,0,3,88358,1,1,11200,4,13.79,0.13,2,702,1,0
25,0,2,88572,2,1,20000,4,13.22,0.23,2,609,0,0
25,0,0,88636,0,1,10000,4,12.99,0.11,3,655,0,0
24,0,1,88733,0,1,12000,4,11.01,0.14,4,598,0,0
26,0,0,88882,5,1,15000,1,10.38,0.17,4,594,1,0
22,0,1,66943,0,0,10000,5,15.27,0.15,3,651,1,0
22,0,2,88691,0,1,22000,0,15.96,0.25,4,655,1,0
25,0,2,59140,4,0,10000,2,6.62,0.17,4,626,0,1
26,0,0,88451,6,1,10625,1,6.03,0.12,4,559,1,0
25,0,0,88675,4,1,6500,5,6.03,0.07,3,678,1,0
23,1,0,66905,0,0,10000,4,10.59,0.15,4,592,1,0
22,0,2,88810,0,1,7000,5,7.49,0.08,2,620,1,0
22,0,3,88410,0,1,7000,1,10.59,0.08,2,650,0,0
22,0,1,88915,0,1,12000,5,16.89,0.13,2,621,1,0
24,1,3,88600,6,1,10000,3,11.99,0.11,2,651,0,0
25,0,0,66858,0,0,10000,4,5.42,0.15,4,589,1,0
23,0,0,66916,0,0,10000,1,10.59,0.15,2,662,1,0
23,0,3,67032,2,0,10000,1,10.37,0.15,4,600,1,0
22,1,2,66892,2,0,10000,3,10.37,0.15,2,601,1,0
22,1,2,88642,0,1,5000,3,7.49,0.06,2,519,1,0
22,0,0,88474,0,1,17000,3,11.99,0.19,3,541,1,0
24,0,1,88718,2,1,10000,3,7.49,0.11,3,689,0,0
23,0,0,66996,0,0,10000,1,5.79,0.15,3,637,1,0
24,0,2,67404,0,0,10000,2,5.42,0.15,2,708,1,0
24,0,0,69512,2,1,4500,3,10,0.06,3,668,0,1
24,1,2,88865,3,1,6500,1,5.42,0.07,2,610,1,0
23,1,3,88217,4,1,7000,5,10.74,0.08,3,621,0,0
22,0,3,59910,2,0,10000,4,16.45,0.17,2,672,0,1
25,0,1,88362,1,1,3500,0,13.23,0.04,2,615,0,0
25,1,2,88619,0,1,9000,0,11.86,0.1,4,651,0,0
26,0,0,88607,0,1,14400,3,13.61,0.16,4,610,1,0
26,0,2,67104,2,0,10000,3,8.59,0.15,3,696,0,0
24,1,3,88254,2,1,8000,1,13.23,0.09,2,657,1,0
24,0,2,67093,5,0,10000,0,8.94,0.15,3,550,0,0
22,1,1,88571,1,1,3000,3,11.01,0.03,4,673,1,0
26,1,3,81463,5,2,5000,0,16.45,0.06,3,696,0,1
24,0,2,88337,1,1,16000,1,7.88,0.18,4,635,1,0
24,0,2,67019,0,0,10000,5,14.93,0.15,3,583,1,0
25,0,3,66826,4,0,10000,5,13.16,0.15,2,549,1,0
26,0,1,67376,3,0,10000,3,11.01,0.15,4,680,1,0
24,1,0,68232,0,0,10000,1,6.03,0.15,4,693,0,0
23,0,0,88553,1,1,7500,1,13.22,0.08,2,668,0,0
24,0,0,88438,0,1,14400,0,8.94,0.16,2,569,1,0
24,1,0,68165,0,0,10000,3,12.21,0.15,2,625,1,0
26,1,3,81393,7,1,6500,0,14.11,0.08,2,710,0,1
23,0,3,67983,2,0,10000,4,11.83,0.15,3,679,1,0
25,1,2,69119,1,1,25000,3,10.91,0.36,3,666,0,1
24,0,0,68940,2,0,10000,2,11.01,0.15,4,654,1,0
22,0,1,88816,0,1,11200,4,11.01,0.13,2,629,1,0
25,1,0,89162,1,1,25000,5,16.45,0.28,3,576,1,0
23,1,2,88970,3,1,1000,5,10.36,0.01,2,593,0,0
26,1,3,69583,4,0,10000,5,7.9,0.14,4,698,0,0
25,0,1,88781,2,1,5000,0,11.01,0.06,2,607,1,0
26,0,3,89029,8,1,17500,5,11.01,0.2,3,707,1,0
25,0,1,69462,1,0,10000,4,14.27,0.14,4,592,0,0
21,0,3,81754,3,1,20000,5,17.74,0.24,2,715,0,1
23,1,0,88922,1,1,7500,1,11.01,0.08,2,654,1,0
26,0,0,89116,4,2,35000,4,9.91,0.39,2,667,1,0
24,1,2,89061,0,1,7000,1,6.99,0.08,2,663,0,0
23,1,2,82329,0,1,25000,2,13.49,0.3,3,586,0,1
22,1,0,61951,1,0,10000,1,5.42,0.16,4,581,0,1
24,0,3,62103,0,0,10000,0,17.19,0.16,2,630,0,1
23,1,2,89248,0,1,10000,5,6.92,0.11,4,640,1,0
23,1,1,69085,4,0,10000,0,11.48,0.14,4,588,1,0
26,0,2,70059,2,0,10000,2,6.62,0.14,4,649,0,0
23,0,0,69838,0,0,10000,5,15.58,0.14,4,648,1,0
21,1,2,70546,0,0,10000,1,9.25,0.14,4,624,0,0
23,1,3,70665,2,0,10000,1,13.23,0.14,3,644,1,0
24,0,0,82141,2,1,10000,4,9.99,0.12,2,616,0,1
24,1,2,89540,2,1,24000,2,11.36,0.27,2,561,1,0
22,1,3,70795,0,0,10000,0,6.54,0.14,2,653,1,0
23,0,3,82161,0,1,15000,1,14.11,0.18,3,625,0,1
23,0,0,70916,1,0,10000,0,7.88,0.14,2,638,1,0
24,1,3,89747,2,1,3900,0,5.99,0.04,4,615,1,0
22,0,1,89882,1,1,9000,1,11.01,0.1,2,634,1,0
23,0,3,70967,0,0,10000,3,7.49,0.14,4,677,1,0
22,1,2,71504,2,0,10000,4,7.51,0.14,4,612,1,0
26,1,2,64484,0,0,10000,5,12.8,0.16,3,611,0,1
25,0,0,71878,4,0,10000,5,14.17,0.14,3,610,1,0
25,0,1,89741,2,1,12000,5,6.03,0.13,3,639,1,0
23,0,3,71625,1,0,10000,1,11.01,0.14,3,557,1,0
26,1,0,89820,2,1,10000,2,6.62,0.11,4,495,1,0
21,0,0,90075,0,1,25000,5,12.69,0.28,3,565,1,0
26,0,3,89890,5,1,1200,0,12.69,0.01,2,572,1,0
24,0,2,71667,1,0,10000,1,11.01,0.14,4,660,1,0
22,0,3,89899,0,1,2500,3,6.62,0.03,3,608,1,0
21,1,0,89593,0,1,15000,0,11.99,0.17,3,652,1,0
22,1,0,89768,0,1,4000,3,6.99,0.04,4,675,1,0
24,0,3,72377,5,0,10000,2,5.99,0.14,3,657,1,0
25,0,2,89770,1,2,16000,5,8.49,0.18,3,681,1,0
26,1,0,89870,3,1,4475,5,9.99,0.05,4,635,1,0
23,0,0,89669,0,2,15000,4,15.99,0.17,4,669,0,0
23,0,2,89757,1,1,10000,1,11.01,0.11,2,669,0,0
26,0,2,89651,3,1,3500,5,11.01,0.04,4,642,0,0
25,0,1,72801,5,0,10000,5,9.91,0.14,3,641,0,0
24,1,2,72834,1,0,10000,3,11.01,0.14,3,692,0,0
22,0,0,89844,0,1,10000,1,7.88,0.11,2,636,1,0
22,1,2,73219,0,0,10000,3,11.71,0.14,2,675,1,0
26,0,0,90290,5,1,3000,3,6.76,0.03,3,579,0,0
25,1,2,89482,0,1,10000,2,14.59,0.11,4,542,1,0
26,1,2,73033,3,0,10000,0,14.27,0.14,4,593,1,0
25,0,1,90050,4,1,10000,1,11.01,0.11,3,704,0,0
26,1,1,70554,8,1,15000,3,11.01,0.21,3,661,0,1
23,0,2,89641,0,1,17500,0,11.01,0.2,2,645,0,0
26,0,0,89371,2,1,1200,2,13.22,0.01,4,577,0,0
24,0,3,73011,3,0,10000,1,16.89,0.14,4,643,1,0
23,0,1,89907,5,1,20000,5,11.48,0.22,4,543,1,0
26,1,2,72944,3,0,10000,4,13.49,0.14,3,685,1,0
22,0,1,72871,0,0,10000,4,5.99,0.14,2,638,1,0
23,1,1,89448,1,1,12000,1,11.58,0.13,2,645,1,0
24,1,0,72851,1,0,10000,3,7.49,0.14,4,599,1,0
25,0,2,66034,0,0,10000,2,15.23,0.15,4,643,0,1
24,1,2,89877,0,1,5000,3,12.21,0.06,2,626,0,0
24,1,0,65900,2,0,10000,4,10.37,0.15,2,538,0,1
22,0,1,89807,1,1,12000,1,11.01,0.13,4,711,0,0
22,1,0,89794,0,2,3000,3,6.54,0.03,4,590,1,0
24,0,3,89648,4,2,5000,1,14.09,0.06,4,663,1,0
24,1,3,73107,0,0,10000,3,6.54,0.14,2,573,1,0
25,1,1,73185,3,0,10000,4,11.01,0.14,4,652,1,0
21,0,0,82626,0,1,17500,0,17.19,0.21,4,629,0,1
23,0,2,89809,0,1,17000,5,11.26,0.19,4,607,1,0
22,1,1,66093,0,0,10000,5,15.95,0.15,4,631,0,1
22,0,2,90285,1,1,11500,3,9.99,0.13,3,661,0,0
23,0,0,65799,0,0,10000,1,17.93,0.15,4,622,0,1
24,1,3,90234,0,2,25000,5,11.01,0.28,4,499,1,0
26,0,3,90116,4,1,15000,0,6.54,0.17,4,554,1,0
22,0,0,83056,2,1,10000,0,15.95,0.12,4,553,0,1
23,1,3,90346,1,1,5000,4,11.01,0.06,3,693,0,0
24,1,2,90485,2,1,4000,1,11.01,0.04,2,675,0,0
22,1,0,90104,1,1,8000,5,15.96,0.09,3,640,1,0
23,0,0,73047,0,0,10000,0,7.14,0.14,2,547,1,0
23,1,0,83244,0,1,9800,4,14.84,0.12,2,592,0,1
25,0,2,72972,1,0,10000,2,7.14,0.14,4,551,1,0
26,1,0,90451,6,1,8000,0,9.88,0.09,3,639,0,0
23,0,0,73165,0,0,10000,5,9.88,0.14,4,571,1,0
24,1,0,72749,4,0,10000,3,12.73,0.14,2,682,1,0
26,0,0,83090,5,1,4000,1,14.22,0.05,2,644,0,1
22,0,1,73232,0,0,10000,3,11.14,0.14,4,649,1,0
21,0,0,73125,0,0,10000,1,12.18,0.14,2,655,0,0
25,0,1,71373,1,1,5300,3,19.91,0.07,2,576,0,1
25,1,1,90792,7,1,4000,0,10.62,0.04,2,654,1,0
24,0,2,90794,0,1,12000,1,5.42,0.13,4,596,1,0
24,1,1,90684,1,1,19750,5,11.12,0.22,3,632,1,0
23,0,0,90826,4,1,11050,0,10.37,0.12,3,634,0,0
21,0,3,73164,0,0,10000,3,12.18,0.14,2,555,1,0
23,1,0,73104,2,0,10000,1,11.01,0.14,2,556,0,0
23,1,2,65543,0,0,10000,1,14.42,0.15,3,674,0,1
21,0,0,90770,0,1,8500,4,7.14,0.09,2,623,1,0
24,0,0,91181,2,1,18300,5,10.99,0.2,2,601,1,0
24,0,2,90834,2,1,3500,5,6.39,0.04,2,655,1,0
24,0,1,65830,4,0,10000,0,14.11,0.15,4,662,0,1
22,0,1,65617,0,0,10000,1,13.79,0.15,4,666,0,1
24,1,0,73017,0,0,10000,5,9.32,0.14,2,600,1,0
23,0,2,90772,4,1,31825,1,7.9,0.35,2,541,1,0
23,1,0,65804,4,0,10000,4,14.11,0.15,2,601,0,1
25,0,1,72846,1,0,10000,2,12.09,0.14,2,657,1,0
22,1,0,65910,0,0,10000,3,13.36,0.15,3,628,0,1
23,1,1,66168,1,0,10000,1,13.67,0.15,3,670,0,1
25,0,2,91003,6,1,4800,3,15.27,0.05,3,604,1,0
23,0,2,90988,0,2,24000,5,7.9,0.26,3,623,1,0
23,1,1,90958,0,1,5400,5,12.69,0.06,2,581,1,0
24,1,2,73738,1,0,10000,2,7.51,0.14,2,628,0,0
26,0,2,90866,3,1,5000,5,9.91,0.06,3,685,0,0
22,0,0,74794,0,0,10000,3,14.22,0.13,2,622,1,0
23,0,2,75702,1,0,10000,1,13.49,0.13,4,671,1,0
23,1,0,90963,0,1,10200,4,6.03,0.11,2,617,1,0
23,0,0,75353,1,0,10000,3,14.27,0.13,3,654,1,0
26,0,3,68351,2,0,10000,2,12.69,0.15,2,634,0,1
26,1,2,90650,6,1,6500,0,8.9,0.07,4,650,1,0
22,1,0,83639,3,1,15000,4,10.65,0.18,4,674,0,1
26,0,3,90978,2,1,10000,4,13.49,0.11,4,667,1,0
22,1,0,53035,3,0,4000,1,11.11,0.08,2,603,0,0
23,0,2,90836,0,2,5000,1,14.65,0.06,4,620,1,0
24,1,2,53926,3,0,4000,1,8.7,0.07,2,657,1,0
23,1,1,90889,4,1,12000,5,9.91,0.13,2,650,0,0
24,1,2,90850,2,1,11125,4,13.49,0.12,4,522,1,0
25,1,0,91133,0,1,8000,5,16.29,0.09,3,676,0,0
22,1,1,54436,1,0,4000,1,13.99,0.07,3,679,1,0
22,1,2,54698,1,0,4000,4,7.9,0.07,2,681,0,0
24,0,2,91159,3,1,15600,5,11.01,0.17,4,654,1,0
21,0,0,54974,0,0,4000,3,7.9,0.07,3,599,0,0
25,0,0,90974,3,1,24000,5,9.91,0.26,2,640,1,0
22,0,2,91119,1,1,14950,1,9.91,0.16,4,568,1,0
24,1,1,91196,5,1,16000,5,12.42,0.18,2,684,1,0
22,1,0,91281,3,1,15000,3,14.27,0.16,2,659,1,0
24,0,2,47649,3,0,4000,0,11.01,0.08,4,663,0,1
25,1,2,90816,4,1,7200,2,11.01,0.08,4,624,1,0
21,0,0,54748,0,0,4000,5,12.87,0.07,2,621,0,0
25,1,1,54979,3,0,4000,3,13.8,0.07,4,651,1,0
22,0,2,54911,1,0,4000,1,12.98,0.07,3,627,0,0
26,0,0,84080,0,1,14400,4,10.65,0.17,3,577,0,1
23,0,2,54936,1,0,4000,5,16.32,0.07,2,602,1,0
24,1,2,91232,0,1,7000,0,7.9,0.08,4,675,1,0
24,1,2,54931,1,0,4000,4,13.23,0.07,3,680,1,0
23,0,0,90990,0,1,14400,5,6.03,0.16,4,670,1,0
23,1,1,91064,1,1,14000,3,10.65,0.15,3,674,1,0
23,0,0,54868,1,0,4000,1,14.96,0.07,4,688,1,0
25,1,2,47902,4,0,4000,2,17.74,0.08,2,654,0,1
24,0,3,90992,2,1,8000,1,16.29,0.09,4,606,0,0
26,1,2,90991,6,2,9250,3,12.69,0.1,4,545,1,0
24,0,0,55127,4,0,4000,3,11.83,0.07,2,620,1,0
23,0,1,91013,1,2,21000,4,12.42,0.23,2,655,1,0
21,0,3,55096,1,0,4000,1,11.01,0.07,3,667,0,0
22,1,2,54817,4,0,4000,0,11.01,0.07,4,709,0,0
25,1,2,90869,3,1,12000,2,13.49,0.13,4,523,1,0
26,1,1,54806,4,0,4000,0,12.21,0.07,3,577,1,0
24,0,2,90929,4,1,15000,2,6.03,0.16,2,611,1,0
23,0,2,90980,2,1,12000,5,7.51,0.13,3,684,1,0
22,1,3,90905,0,1,14825,1,12.69,0.16,3,663,1,0
24,0,0,75426,2,0,10000,2,13.49,0.13,3,575,1,0
22,1,2,91039,0,1,8150,3,7.51,0.09,4,615,1,0
23,1,1,75438,0,0,10000,0,8.94,0.13,2,683,0,0
23,1,3,90767,3,1,16100,1,7.9,0.18,3,712,1,0
22,0,2,75032,0,0,10000,0,11.01,0.13,4,631,0,0
22,0,3,84064,0,1,17000,1,15.27,0.2,3,687,0,1
26,0,1,75400,4,0,10000,0,11.26,0.13,2,540,1,0
24,0,2,91042,3,1,16000,5,6.62,0.18,2,674,1,0
22,1,1,76049,1,0,10000,1,11.01,0.13,2,661,1,0
22,1,3,75890,1,0,10000,1,10.99,0.13,2,670,0,0
25,1,0,75978,2,0,10000,1,8.94,0.13,2,641,1,0
23,1,1,90945,1,1,5000,1,6.03,0.05,4,648,1,0
23,1,1,75993,0,0,10000,0,12.87,0.13,4,647,1,0
25,0,0,83998,0,1,4500,1,14.65,0.05,2,619,0,1
24,0,0,91165,4,1,12000,2,13.49,0.13,4,663,0,0
22,1,1,90906,0,1,28000,5,15.62,0.31,4,638,0,0
26,0,0,90887,0,1,15000,5,8.49,0.17,3,672,1,0
26,1,2,90902,4,2,7000,5,10.59,0.08,4,630,1,0
21,1,2,90965,0,1,7125,1,9.99,0.08,4,598,1,0
26,0,1,90869,5,1,7200,0,15.23,0.08,4,663,1,0
24,1,0,90885,2,1,8500,1,6.99,0.09,3,598,1,0
25,1,0,90964,2,2,11000,3,8.49,0.12,3,602,0,0
25,0,2,90972,2,1,5800,1,11.01,0.06,2,679,0,0
24,0,3,90856,3,2,29800,2,11.01,0.33,4,657,0,0
23,1,2,91077,4,1,4200,0,7.49,0.05,4,603,1,0
26,0,2,90951,3,1,6375,3,5.99,0.07,3,637,0,0
25,0,2,90416,1,1,15000,0,9.99,0.17,4,635,1,0
21,0,0,91073,0,1,14125,5,10.99,0.16,2,651,1,0
26,0,3,90787,6,1,4000,1,12.99,0.04,2,685,0,0
23,0,1,91222,0,1,7000,4,8.49,0.08,2,665,0,0
26,0,2,91064,4,1,12500,2,5.99,0.14,2,588,0,0
25,1,1,78633,1,0,10000,2,7.88,0.13,4,624,0,0
23,1,2,90856,0,2,5000,4,8.49,0.06,4,633,1,0
26,1,2,83796,3,1,6200,2,15.99,0.07,2,631,0,1
22,0,0,83971,0,1,10000,0,15.62,0.12,2,575,0,1
24,0,0,90926,0,1,11200,0,13.99,0.12,4,593,1,0
22,0,1,90718,1,1,11000,1,5.42,0.12,2,651,1,0
24,0,2,78841,1,0,10000,4,12.42,0.13,2,651,0,0
26,0,4,90976,7,1,7000,2,6.99,0.08,2,583,1,0
26,1,3,79169,0,0,10000,2,14.27,0.13,4,621,1,0
23,0,0,78892,0,0,10000,1,11.49,0.13,4,680,1,0
24,0,2,91125,0,1,8000,3,15.23,0.09,3,676,1,0
21,0,1,79025,2,0,10000,1,9.99,0.13,2,643,1,0
26,0,2,78993,3,0,10000,4,7.66,0.13,3,725,1,0
21,0,2,91147,0,1,9000,4,5.99,0.1,4,574,1,0
24,0,2,78780,3,0,10000,2,15.65,0.13,4,657,0,0
22,0,3,79093,0,0,10000,0,10,0.13,2,591,1,0
26,0,2,91162,3,1,13000,3,6.99,0.14,2,619,1,0
26,1,0,90852,6,1,3500,5,12.99,0.04,3,588,0,0
24,1,0,90706,3,1,7000,1,11.99,0.08,3,469,1,0
23,0,2,78674,1,0,10000,4,5.79,0.13,3,568,0,0
23,1,0,71880,0,0,10000,1,15.58,0.14,3,574,0,1
22,1,0,78789,0,0,10000,1,9.88,0.13,2,664,1,0
22,0,2,91002,2,1,9000,3,6.99,0.1,2,671,1,0
23,1,2,90739,0,1,4950,4,10.99,0.05,3,648,0,0
26,0,1,90627,2,1,10000,5,7.49,0.11,2,623,1,0
24,0,1,91501,2,1,19000,5,11.99,0.21,3,555,1,0
24,1,0,78775,0,0,10000,3,10.25,0.13,3,574,1,0
26,1,1,91045,2,1,29700,2,12.99,0.33,4,623,1,0
25,0,0,78900,1,0,10000,1,10.95,0.13,2,596,0,0
25,0,0,91171,2,1,1000,5,9.99,0.01,4,645,1,0
25,0,0,79070,3,0,10000,1,13.79,0.13,3,568,0,0
21,1,0,78927,0,0,10000,5,13.47,0.13,3,619,1,0
22,0,1,79300,0,0,10000,4,9.45,0.13,3,693,1,0
23,0,3,79576,2,0,10000,0,11.86,0.13,3,691,1,0
22,0,3,80008,3,0,10000,5,11.11,0.12,4,685,1,0
24,0,2,91071,5,1,3000,1,5.42,0.03,3,561,1,0
24,0,1,91028,2,1,12000,2,5.99,0.13,2,663,0,0
26,1,3,79466,2,0,10000,0,7.51,0.13,4,655,1,0
25,0,0,80185,4,0,10000,0,8.49,0.12,2,609,0,0
26,0,2,91063,1,1,5000,1,7.66,0.05,2,662,1,0
23,0,1,79791,0,0,10000,3,9.32,0.13,4,668,1,0
26,1,3,91068,7,1,12000,2,6.92,0.13,3,555,1,0
23,0,1,90866,0,2,10000,5,6.92,0.11,2,659,0,0
25,1,0,90926,6,1,10000,0,10.74,0.11,4,542,1,0
25,1,0,81382,3,0,10000,3,13.92,0.12,3,631,1,0
25,1,1,83740,0,1,15000,0,14.54,0.18,3,668,0,1
23,0,0,91109,2,1,12000,0,6.92,0.13,4,603,1,0
24,1,2,90961,3,1,12000,2,6.92,0.13,4,658,1,0
24,0,1,91163,4,1,3000,2,11.11,0.03,3,594,1,0
22,1,2,90982,2,1,10600,1,5.79,0.12,2,707,1,0
24,0,0,81316,1,0,10000,3,9.64,0.12,4,534,0,0
24,1,2,91232,1,1,7000,2,7.66,0.08,4,525,1,0
21,0,0,90923,3,1,5400,1,7.29,0.06,3,612,1,0
24,1,2,81751,0,0,10000,2,16.02,0.12,2,630,0,0
24,0,1,82672,1,0,10000,5,6.99,0.12,3,675,1,0
24,0,3,82788,1,0,10000,4,16.02,0.12,2,719,1,0
25,0,1,90801,3,1,12000,2,7.29,0.13,3,643,1,0
24,1,0,91179,4,1,25000,5,19.74,0.27,4,608,1,0
22,0,2,90944,1,1,9000,1,5.79,0.1,2,645,1,0
25,0,2,82786,2,0,10000,0,14.26,0.12,4,646,1,0
26,0,2,82771,1,0,10000,1,15.05,0.12,4,673,0,0
21,1,1,82586,0,0,10000,0,11.11,0.12,4,591,0,0
23,0,3,91338,0,1,10200,5,12.68,0.11,2,692,0,0
22,1,0,75923,0,0,10000,4,11.89,0.13,3,658,0,1
24,0,1,83321,0,0,10000,0,6.17,0.12,4,510,1,0
26,1,2,76661,2,0,10000,5,16.4,0.13,2,669,0,1
25,1,0,90701,3,1,6000,4,6.92,0.07,2,646,0,0
24,1,1,84504,4,0,10000,4,8.38,0.12,2,649,0,0
22,0,0,77789,0,0,10000,0,12.69,0.13,4,642,0,1
23,1,0,90996,1,1,12000,1,9.62,0.13,2,472,1,0
23,0,2,90769,0,1,6400,5,5.42,0.07,3,612,1,0
24,0,0,85081,0,0,10000,1,11.71,0.12,2,618,1,0
21,1,0,90823,0,1,8550,1,6.91,0.09,3,660,0,0
22,1,1,85027,0,0,10000,1,12.69,0.12,4,664,0,0
26,0,0,71290,2,1,14000,3,6.17,0.2,4,651,0,1
24,0,0,91127,2,1,12000,0,12.61,0.13,4,687,1,0
24,1,1,91136,1,2,6675,4,6.54,0.07,3,667,0,0
22,1,1,84948,0,0,10000,4,6.03,0.12,3,660,1,0
25,1,2,71671,4,1,5200,3,6.54,0.07,2,675,0,1
23,1,2,77706,0,0,10000,5,11.01,0.13,3,667,0,1
23,1,1,85104,2,0,10000,1,11.01,0.12,3,652,1,0
26,1,3,90892,3,1,4000,5,5.79,0.04,3,682,0,0
26,1,1,78013,3,0,10000,5,16.4,0.13,3,606,0,1
24,0,3,90806,0,1,11500,2,5.42,0.13,2,611,0,0
25,1,2,90709,4,1,20000,5,14.09,0.22,4,608,1,0
24,0,2,84916,0,0,10000,1,7.29,0.12,4,681,1,0
24,1,2,83621,1,1,25000,0,15.57,0.3,2,655,0,1
21,1,3,91154,0,1,10000,0,11.01,0.11,3,704,1,0
25,0,0,90553,1,1,1500,3,6.54,0.02,4,649,0,0
26,1,3,91227,6,1,9600,1,5.42,0.11,3,644,1,0
25,0,1,90955,1,1,9600,0,5.42,0.11,4,682,0,0
25,0,2,90822,1,1,12000,0,11.01,0.13,3,662,1,0
26,0,4,90559,6,1,15350,0,6.17,0.17,4,687,0,0
23,0,0,84847,0,0,10000,3,9.99,0.12,4,642,0,0
23,0,3,91133,0,2,8000,1,6.17,0.09,2,539,1,0
22,1,2,91325,1,1,25000,3,9.25,0.27,2,657,1,0
24,1,2,85039,0,0,10000,5,16.45,0.12,2,633,1,0
23,0,2,91349,0,1,7100,1,9.25,0.08,2,606,1,0
22,0,1,90893,1,1,18000,0,5.79,0.2,2,677,1,0
22,1,0,91028,1,1,19800,4,15.57,0.22,2,645,1,0
24,1,0,84801,4,0,10000,1,9.88,0.12,2,681,1,0
25,0,3,85079,4,0,10000,3,10.95,0.12,3,619,1,0
23,0,0,84868,3,0,10000,0,9.63,0.12,3,553,1,0
23,0,3,77822,1,0,10000,1,11.01,0.13,4,589,0,1
24,0,0,84965,3,0,10000,5,12.41,0.12,2,584,1,0
26,0,0,84774,1,0,10000,2,9.45,0.12,3,580,1,0
22,0,2,85923,0,0,10000,1,12.61,0.12,2,689,0,0
25,0,0,91124,7,1,3000,2,7.51,0.03,4,652,1,0
23,0,0,86271,4,0,10000,0,11.01,0.12,2,607,0,0
22,1,2,86129,0,0,10000,3,7.29,0.12,2,674,1,0
23,0,3,86856,2,0,10000,1,7.51,0.12,2,704,1,0
22,0,1,90758,0,1,9000,4,7.14,0.1,2,601,0,0
24,1,1,90835,2,1,12000,2,11.86,0.13,3,687,1,0
26,0,2,79576,0,0,10000,1,13.55,0.13,2,582,0,1
